0,1,2,3,4,5,6,7,8,9,10
pastry,soft cheese,,,,,,,,,
whole milk,white bread,,,,,,,,,
chicken,tropical fruit,specialty chocolate,curd,citrus fruit,whole milk,semi-finished bread,,,,
pip fruit,butter,,,,,,,,,
other vegetables,cream cheese ,,,,,,,,,
canned beer,hygiene articles,,,,,,,,,
beef,curd,,,,,,,,,
canned beer,frozen meals,pastry,,,,,,,,
curd,margarine,,,,,,,,,
other vegetables,soda,,,,,,,,,
whole milk,whole milk,,,,,,,,,
citrus fruit,beef,,,,,,,,,
dessert,coffee,whole milk,cream cheese ,,,,,,,
shopping bags,newspapers,curd,hard cheese,,,,,,,
sausage,canned beer,,,,,,,,,
pip fruit,pip fruit,,,,,,,,,
cream cheese ,UHT-milk,,,,,,,,,
pastry,roll products ,,,,,,,,,
beef,canned beer,,,,,,,,,
pork,frozen meals,canned beer,,,,,,,,
frankfurter,rolls/buns,,,,,,,,,
shopping bags,whole milk,,,,,,,,,
pot plants,other vegetables,,,,,,,,,
bottled water,coffee,,,,,,,,,
chicken,flower (seeds),onions,rolls/buns,,,,,,,
white wine,misc. beverages,chewing gum,,,,,,,,
whole milk,bottled beer,,,,,,,,,
beef,hamburger meat,,,,,,,,,
curd,bottled beer,hamburger meat,sweet spreads,,,,,,,
brown bread,frozen meals,herbs,whole milk,hard cheese,,,,,,
beef,sweet spreads,,,,,,,,,
other vegetables,berries,,,,,,,,,
chicken,waffles,,,,,,,,,
ice cream,pasta,,,,,,,,,
sausage,liver loaf,dish cleaner,white bread,canned beer,dishes,white wine,brown bread,,,
citrus fruit,fruit/vegetable juice,pickled vegetables,,,,,,,,
whole milk,soda,,,,,,,,,
whole milk,whole milk,,,,,,,,,
pork,hamburger meat,soda,other vegetables,popcorn,brown bread,bottled water,,,,
whole milk,cream cheese ,,,,,,,,,
whipped/sour cream,specialty fat,,,,,,,,,
brown bread,canned beer,,,,,,,,,
shopping bags,rolls/buns,,,,,,,,,
meat,root vegetables,,,,,,,,,
other vegetables,hygiene articles,dessert,margarine,fruit/vegetable juice,hygiene articles,,,,,
light bulbs,pastry,UHT-milk,baking powder,,,,,,,
pip fruit,newspapers,,,,,,,,,
margarine,domestic eggs,,,,,,,,,
other vegetables,curd,,,,,,,,,
shopping bags,soda,soups,,,,,,,,
margarine,frozen vegetables,,,,,,,,,
butter,soft cheese,,,,,,,,,
beef,domestic eggs,,,,,,,,,
ice cream,shopping bags,,,,,,,,,
berries,rolls/buns,,,,,,,,,
pork,bottled water,,,,,,,,,
whipped/sour cream,root vegetables,,,,,,,,,
frankfurter,curd,white bread,rolls/buns,coffee,,,,,,
salty snack,napkins,yogurt,brown bread,,,,,,,
root vegetables,pastry,candles,,,,,,,,
beef,fruit/vegetable juice,yogurt,,,,,,,,
yogurt,chewing gum,soda,oil,,,,,,,
root vegetables,tropical fruit,,,,,,,,,
chocolate,seasonal products,waffles,,,,,,,,
pastry,sugar,,,,,,,,,
onions,rum,,,,,,,,,
brown bread,domestic eggs,,,,,,,,,
salty snack,napkins,sugar,,,,,,,,
newspapers,chicken,pip fruit,,,,,,,,
yogurt,whipped/sour cream,,,,,,,,,
tropical fruit,bottled beer,other vegetables,oil,,,,,,,
soda,root vegetables,fruit/vegetable juice,,,,,,,,
root vegetables,root vegetables,processed cheese,frozen fish,,,,,,,
tropical fruit,salty snack,,,,,,,,,
whole milk,soda,,,,,,,,,
ice cream,UHT-milk,,,,,,,,,
other vegetables,chicken,,,,,,,,,
yogurt,waffles,domestic eggs,,,,,,,,
other vegetables,sugar,,,,,,,,,
other vegetables,whipped/sour cream,,,,,,,,,
whole milk,other vegetables,,,,,,,,,
berries,whole milk,sugar,,,,,,,,
soda,brown bread,,,,,,,,,
whole milk,pip fruit,,,,,,,,,
dessert,rolls/buns,,,,,,,,,
meat,coffee,,,,,,,,,
frankfurter,whole milk,,,,,,,,,
pip fruit,soda,,,,,,,,,
bottled water,bottled water,,,,,,,,,
tropical fruit,pip fruit,,,,,,,,,
other vegetables,hard cheese,,,,,,,,,
frankfurter,whole milk,fruit/vegetable juice,pasta,,,,,,,
pip fruit,canned beer,pork,white bread,,,,,,,
seasonal products,dishes,shopping bags,,,,,,,,
onions,margarine,,,,,,,,,
frankfurter,packaged fruit/vegetables,,,,,,,,,
root vegetables,margarine,rolls/buns,,,,,,,,
whole milk,bottled beer,,,,,,,,,
bottled water,whole milk,,,,,,,,,
sausage,other vegetables,citrus fruit,curd,red/blush wine,dessert,specialty chocolate,white bread,pastry,,
pip fruit,root vegetables,,,,,,,,,
beef,whole milk,newspapers,,,,,,,,
other vegetables,waffles,,,,,,,,,
soda,flour,brown bread,,,,,,,,
condensed milk,pastry,,,,,,,,,
whole milk,domestic eggs,canned vegetables,flower (seeds),,,,,,,
artif. sweetener,curd,,,,,,,,,
semi-finished bread,spices,,,,,,,,,
sausage,other vegetables,,,,,,,,,
margarine,shopping bags,,,,,,,,,
grapes,chocolate marshmallow,dishes,,,,,,,,
whole milk,frozen dessert,,,,,,,,,
frozen vegetables,misc. beverages,,,,,,,,,
finished products,whipped/sour cream,,,,,,,,,
sausage,salt,,,,,,,,,
other vegetables,whole milk,yogurt,hard cheese,bottled beer,,,,,,
sausage,chicken,,,,,,,,,
other vegetables,hard cheese,liquor,brown bread,,,,,,,
yogurt,whipped/sour cream,,,,,,,,,
pip fruit,onions,,,,,,,,,
pastry,dessert,,,,,,,,,
onions,instant coffee,,,,,,,,,
canned beer,shopping bags,,,,,,,,,
beef,mustard,,,,,,,,,
napkins,brown bread,,,,,,,,,
whole milk,chocolate,rolls/buns,brown bread,,,,,,,
white bread,coffee,,,,,,,,,
root vegetables,specialty bar,,,,,,,,,
shopping bags,whole milk,,,,,,,,,
finished products,rolls/buns,,,,,,,,,
whole milk,yogurt,,,,,,,,,
tropical fruit,waffles,,,,,,,,,
whole milk,pip fruit,,,,,,,,,
chicken,coffee,,,,,,,,,
canned beer,detergent,root vegetables,root vegetables,butter milk,,,,,,
butter,coffee,soda,pastry,,,,,,,
frankfurter,brandy,,,,,,,,,
bottled water,other vegetables,spread cheese,yogurt,specialty bar,,,,,,
other vegetables,mayonnaise,beverages,,,,,,,,
vinegar,newspapers,,,,,,,,,
whole milk,sausage,spread cheese,hygiene articles,,,,,,,
soda,rolls/buns,,,,,,,,,
pastry,semi-finished bread,,,,,,,,,
bottled beer,soda,,,,,,,,,
whole milk,hard cheese,,,,,,,,,
dessert,mustard,white bread,,,,,,,,
coffee,specialty fat,,,,,,,,,
sausage,butter,cream cheese ,,,,,,,,
hamburger meat,chewing gum,curd,,,,,,,,
bottled water,pastry,specialty bar,herbs,,,,,,,
root vegetables,frozen vegetables,,,,,,,,,
yogurt,berries,,,,,,,,,
other vegetables,specialty bar,,,,,,,,,
soda,coffee,salty snack,,,,,,,,
photo/film,white bread,,,,,,,,,
beverages,oil,,,,,,,,,
other vegetables,yogurt,,,,,,,,,
citrus fruit,whole milk,chocolate,,,,,,,,
waffles,whole milk,other vegetables,white bread,,,,,,,
sausage,long life bakery product,beef,other vegetables,margarine,,,,,,
long life bakery product,root vegetables,,,,,,,,,
whole milk,processed cheese,curd,,,,,,,,
other vegetables,meat,soda,whipped/sour cream,,,,,,,
citrus fruit,oil,whole milk,,,,,,,,
pork,domestic eggs,,,,,,,,,
pork,frozen vegetables,frozen meals,other vegetables,popcorn,oil,,,,,
pip fruit,yogurt,citrus fruit,dental care,soda,shopping bags,,,,,
chewing gum,misc. beverages,,,,,,,,,
sausage,root vegetables,salty snack,coffee,,,,,,,
cream cheese ,beverages,,,,,,,,,
photo/film,canned beer,salty snack,curd,curd,whole milk,hygiene articles,,,,
frankfurter,rolls/buns,,,,,,,,,
hamburger meat,root vegetables,,,,,,,,,
tropical fruit,cake bar,,,,,,,,,
napkins,yogurt,,,,,,,,,
cake bar,flower soil/fertilizer,,,,,,,,,
pork,canned beer,,,,,,,,,
meat,sausage,other vegetables,shopping bags,,,,,,,
canned beer,root vegetables,,,,,,,,,
whipped/sour cream,white bread,,,,,,,,,
tropical fruit,dishes,,,,,,,,,
sugar,butter milk,photo/film,,,,,,,,
rolls/buns,pip fruit,whole milk,yogurt,,,,,,,
pip fruit,specialty bar,chocolate,,,,,,,,
domestic eggs,candy,,,,,,,,,
pork,whole milk,,,,,,,,,
yogurt,canned beer,,,,,,,,,
pip fruit,pasta,,,,,,,,,
soda,root vegetables,rolls/buns,,,,,,,,
frankfurter,canned beer,,,,,,,,,
sliced cheese,whole milk,,,,,,,,,
citrus fruit,onions,,,,,,,,,
pip fruit,whole milk,,,,,,,,,
butter,mayonnaise,,,,,,,,,
chewing gum,other vegetables,specialty bar,,,,,,,,
finished products,bottled beer,,,,,,,,,
curd,soda,whole milk,,,,,,,,
whipped/sour cream,hard cheese,,,,,,,,,
chicken,white bread,,,,,,,,,
domestic eggs,bottled water,,,,,,,,,
whole milk,other vegetables,ice cream,,,,,,,,
coffee,chicken,,,,,,,,,
candy,domestic eggs,,,,,,,,,
tropical fruit,citrus fruit,,,,,,,,,
grapes,canned beer,frozen dessert,sugar,detergent,,,,,,
long life bakery product,onions,,,,,,,,,
frankfurter,canned beer,,,,,,,,,
other vegetables,tidbits,dental care,,,,,,,,
beverages,sugar,,,,,,,,,
soda,beef,,,,,,,,,
pip fruit,white wine,white bread,salt,,,,,,,
condensed milk,cat food,,,,,,,,,
pip fruit,nut snack,napkins,,,,,,,,
chicken,dessert,,,,,,,,,
soft cheese,rice,,,,,,,,,
rolls/buns,detergent,shopping bags,,,,,,,,
other vegetables,flower (seeds),,,,,,,,,
white bread,bottled water,,,,,,,,,
whipped/sour cream,margarine,,,,,,,,,
root vegetables,grapes,,,,,,,,,
ice cream,bottled beer,brown bread,,,,,,,,
frankfurter,sliced cheese,butter,,,,,,,,
soda,white bread,frozen vegetables,,,,,,,,
ice cream,chewing gum,,,,,,,,,
napkins,rolls/buns,,,,,,,,,
curd,waffles,,,,,,,,,
bottled beer,grapes,other vegetables,bottled water,,,,,,,
domestic eggs,butter,beverages,,,,,,,,
coffee,domestic eggs,,,,,,,,,
citrus fruit,cat food,,,,,,,,,
berries,other vegetables,,,,,,,,,
rolls/buns,domestic eggs,bottled water,,,,,,,,
citrus fruit,waffles,,,,,,,,,
rolls/buns,newspapers,shopping bags,,,,,,,,
rolls/buns,root vegetables,rolls/buns,long life bakery product,,,,,,,
tropical fruit,grapes,,,,,,,,,
citrus fruit,yogurt,rolls/buns,,,,,,,,
sliced cheese,bottled water,,,,,,,,,
frankfurter,whole milk,other vegetables,root vegetables,,,,,,,
citrus fruit,yogurt,,,,,,,,,
frankfurter,bottled beer,,,,,,,,,
brown bread,bottled water,domestic eggs,,,,,,,,
meat,root vegetables,,,,,,,,,
berries,pet care,,,,,,,,,
candy,whipped/sour cream,,,,,,,,,
oil,fruit/vegetable juice,domestic eggs,,,,,,,,
tropical fruit,margarine,,,,,,,,,
sausage,cocoa drinks,,,,,,,,,
brown bread,waffles,,,,,,,,,
chicken,soda,,,,,,,,,
curd,domestic eggs,,,,,,,,,
canned beer,root vegetables,,,,,,,,,
bottled water,shopping bags,brown bread,,,,,,,,
sausage,whole milk,,,,,,,,,
citrus fruit,yogurt,citrus fruit,other vegetables,,,,,,,
cream cheese ,rolls/buns,,,,,,,,,
root vegetables,cream cheese ,,,,,,,,,
whole milk,chocolate,pickled vegetables,,,,,,,,
root vegetables,newspapers,,,,,,,,,
beverages,butter milk,,,,,,,,,
whole milk,soda,,,,,,,,,
beverages,newspapers,newspapers,pastry,,,,,,,
specialty chocolate,cat food,,,,,,,,,
frozen meals,chocolate,,,,,,,,,
pastry,butter,,,,,,,,,
salt,fruit/vegetable juice,,,,,,,,,
coffee,whipped/sour cream,,,,,,,,,
sugar,kitchen towels,,,,,,,,,
pastry,rolls/buns,,,,,,,,,
rolls/buns,butter milk,,,,,,,,,
cake bar,pastry,butter,,,,,,,,
yogurt,rolls/buns,berries,whole milk,zwieback,brown bread,newspapers,,,,
whole milk,rolls/buns,jam,red/blush wine,,,,,,,
meat spreads,chocolate,,,,,,,,,
other vegetables,domestic eggs,,,,,,,,,
coffee,misc. beverages,,,,,,,,,
meat,meat,whole milk,cling film/bags,,,,,,,
bottled water,root vegetables,,,,,,,,,
pip fruit,yogurt,,,,,,,,,
whole milk,pasta,,,,,,,,,
sausage,sausage,rolls/buns,sweet spreads,instant coffee,fruit/vegetable juice,long life bakery product,shopping bags,,,
whole milk,whole milk,coffee,oil,,,,,,,
chicken,yogurt,UHT-milk,root vegetables,yogurt,hard cheese,semi-finished bread,frozen potato products,,,
butter,grapes,bottled water,,,,,,,,
coffee,other vegetables,candy,whole milk,,,,,,,
yogurt,bottled water,,,,,,,,,
ice cream,grapes,,,,,,,,,
pip fruit,soda,,,,,,,,,
soda,other vegetables,,,,,,,,,
ham,beverages,margarine,,,,,,,,
rolls/buns,beef,,,,,,,,,
coffee,hamburger meat,,,,,,,,,
beverages,other vegetables,,,,,,,,,
ham,citrus fruit,,,,,,,,,
whole milk,packaged fruit/vegetables,abrasive cleaner,napkins,,,,,,,
chicken,yogurt,,,,,,,,,
sausage,tropical fruit,margarine,,,,,,,,
tropical fruit,popcorn,,,,,,,,,
waffles,semi-finished bread,,,,,,,,,
whole milk,cream cheese ,,,,,,,,,
yogurt,sausage,whipped/sour cream,onions,,,,,,,
citrus fruit,yogurt,,,,,,,,,
other vegetables,whole milk,semi-finished bread,,,,,,,,
pickled vegetables,soda,,,,,,,,,
rolls/buns,yogurt,domestic eggs,white bread,,,,,,,
canned beer,beverages,,,,,,,,,
tropical fruit,other vegetables,,,,,,,,,
UHT-milk,root vegetables,rolls/buns,rolls/buns,spread cheese,misc. beverages,sugar,,,,
frankfurter,berries,tropical fruit,rolls/buns,,,,,,,
soda,rolls/buns,soda,,,,,,,,
whole milk,spices,photo/film,,,,,,,,
frankfurter,other vegetables,,,,,,,,,
grapes,curd,,,,,,,,,
other vegetables,UHT-milk,curd,,,,,,,,
bottled beer,yogurt,,,,,,,,,
sausage,rolls/buns,soda,,,,,,,,
other vegetables,sliced cheese,,,,,,,,,
butter,domestic eggs,,,,,,,,,
whole milk,beverages,,,,,,,,,
whole milk,waffles,,,,,,,,,
waffles,tropical fruit,hard cheese,pickled vegetables,,,,,,,
condensed milk,frankfurter,berries,whole milk,liver loaf,sliced cheese,domestic eggs,rolls/buns,frozen fish,,
hamburger meat,root vegetables,,,,,,,,,
onions,root vegetables,bottled water,,,,,,,,
soft cheese,chewing gum,cling film/bags,,,,,,,,
finished products,domestic eggs,,,,,,,,,
whole milk,hamburger meat,,,,,,,,,
fruit/vegetable juice,butter,brown bread,dental care,,,,,,,
soda,oil,,,,,,,,,
canned beer,beef,,,,,,,,,
beef,rolls/buns,,,,,,,,,
beef,white wine,,,,,,,,,
dishes,onions,canned beer,,,,,,,,
other vegetables,specialty fat,,,,,,,,,
frankfurter,sausage,yogurt,soda,coffee,,,,,,
oil,frozen potato products,,,,,,,,,
root vegetables,chewing gum,,,,,,,,,
other vegetables,potato products,napkins,,,,,,,,
whole milk,root vegetables,newspapers,,,,,,,,
ham,napkins,,,,,,,,,
pot plants,bottled water,yogurt,,,,,,,,
canned beer,photo/film,,,,,,,,,
other vegetables,candy,napkins,,,,,,,,
cream cheese ,rolls/buns,,,,,,,,,
other vegetables,shopping bags,,,,,,,,,
whole milk,pastry,salty snack,,,,,,,,
white wine,whole milk,,,,,,,,,
pork,cream cheese ,yogurt,,,,,,,,
fruit/vegetable juice,packaged fruit/vegetables,,,,,,,,,
other vegetables,bottled water,white bread,,,,,,,,
frozen potato products,rolls/buns,,,,,,,,,
whole milk,soda,,,,,,,,,
UHT-milk,candles,,,,,,,,,
sausage,tea,,,,,,,,,
cream cheese ,fruit/vegetable juice,,,,,,,,,
soda,pastry,frozen vegetables,UHT-milk,,,,,,,
rolls/buns,tidbits,,,,,,,,,
frozen meals,canned vegetables,other vegetables,turkey,,,,,,,
UHT-milk,canned fish,root vegetables,waffles,,,,,,,
citrus fruit,whipped/sour cream,,,,,,,,,
other vegetables,newspapers,,,,,,,,,
soda,root vegetables,whole milk,pastry,,,,,,,
bottled beer,whole milk,,,,,,,,,
root vegetables,fruit/vegetable juice,,,,,,,,,
other vegetables,tea,,,,,,,,,
frozen meals,rolls/buns,butter,fruit/vegetable juice,,,,,,,
chicken,bottled water,brown bread,hygiene articles,,,,,,,
pastry,cream cheese ,,,,,,,,,
whipped/sour cream,soda,,,,,,,,,
rolls/buns,bottled water,vinegar,,,,,,,,
fruit/vegetable juice,long life bakery product,,,,,,,,,
white wine,ice cream,,,,,,,,,
domestic eggs,bottled beer,,,,,,,,,
fruit/vegetable juice,bottled beer,,,,,,,,,
ham,rolls/buns,rolls/buns,chewing gum,,,,,,,
soda,shopping bags,,,,,,,,,
specialty bar,yogurt,,,,,,,,,
sausage,pastry,mayonnaise,,,,,,,,
chicken,citrus fruit,butter,rolls/buns,soft cheese,specialty bar,,,,,
butter,sauces,,,,,,,,,
grapes,whipped/sour cream,,,,,,,,,
pork,root vegetables,,,,,,,,,
chicken,domestic eggs,,,,,,,,,
long life bakery product,butter milk,,,,,,,,,
tropical fruit,bottled beer,other vegetables,meat,roll products ,,,,,,
fruit/vegetable juice,herbs,,,,,,,,,
UHT-milk,rice,newspapers,,,,,,,,
hamburger meat,rolls/buns,,,,,,,,,
other vegetables,yogurt,,,,,,,,,
whole milk,root vegetables,,,,,,,,,
pip fruit,domestic eggs,,,,,,,,,
coffee,canned fish,,,,,,,,,
rolls/buns,brown bread,,,,,,,,,
butter milk,long life bakery product,,,,,,,,,
tropical fruit,hygiene articles,candles,,,,,,,,
meat,pork,,,,,,,,,
citrus fruit,Instant food products,,,,,,,,,
frozen meals,bottled beer,root vegetables,potato products,,,,,,,
canned beer,brown bread,,,,,,,,,
bottled beer,hamburger meat,,,,,,,,,
beverages,whole milk,,,,,,,,,
soft cheese,long life bakery product,,,,,,,,,
other vegetables,domestic eggs,bottled beer,,,,,,,,
white bread,other vegetables,,,,,,,,,
rolls/buns,fruit/vegetable juice,,,,,,,,,
misc. beverages,yogurt,,,,,,,,,
bottled beer,tropical fruit,bottled water,,,,,,,,
rolls/buns,popcorn,fruit/vegetable juice,,,,,,,,
whole milk,butter,,,,,,,,,
soda,instant coffee,,,,,,,,,
fish,fruit/vegetable juice,,,,,,,,,
soda,sliced cheese,,,,,,,,,
whole milk,whole milk,,,,,,,,,
tropical fruit,waffles,,,,,,,,,
hamburger meat,rolls/buns,,,,,,,,,
whole milk,rolls/buns,,,,,,,,,
chicken,whole milk,soda,,,,,,,,
specialty bar,domestic eggs,,,,,,,,,
whole milk,cat food,,,,,,,,,
sausage,whole milk,tropical fruit,light bulbs,yogurt,rolls/buns,liquor (appetizer),,,,
sausage,other vegetables,shopping bags,napkins,,,,,,,
curd,processed cheese,bottled water,pickled vegetables,,,,,,,
soda,chocolate,,,,,,,,,
dessert,shopping bags,,,,,,,,,
pastry,frozen dessert,,,,,,,,,
whole milk,newspapers,bottled water,,,,,,,,
beef,baking powder,,,,,,,,,
sausage,other vegetables,fruit/vegetable juice,,,,,,,,
citrus fruit,cream cheese ,,,,,,,,,
sweet spreads,newspapers,,,,,,,,,
butter,frankfurter,root vegetables,butter milk,vinegar,,,,,,
domestic eggs,newspapers,,,,,,,,,
other vegetables,oil,,,,,,,,,
frankfurter,sausage,,,,,,,,,
turkey,shopping bags,,,,,,,,,
other vegetables,onions,,,,,,,,,
chicken,whole milk,whole milk,coffee,,,,,,,
tropical fruit,soda,,,,,,,,,
soups,whole milk,beef,bottled beer,,,,,,,
yogurt,yogurt,,,,,,,,,
beef,chicken,,,,,,,,,
chicken,soda,packaged fruit/vegetables,,,,,,,,
canned beer,yogurt,curd cheese,pastry,,,,,,,
dessert,dental care,,,,,,,,,
citrus fruit,rolls/buns,,,,,,,,,
whole milk,yogurt,sliced cheese,,,,,,,,
whole milk,other vegetables,,,,,,,,,
soda,white bread,fruit/vegetable juice,,,,,,,,
sugar,bottled water,,,,,,,,,
whole milk,Instant food products,pip fruit,canned beer,,,,,,,
citrus fruit,sauces,long life bakery product,,,,,,,,
whipped/sour cream,brown bread,,,,,,,,,
ham,brown bread,,,,,,,,,
whole milk,cream cheese ,,,,,,,,,
cream cheese ,whipped/sour cream,napkins,,,,,,,,
whipped/sour cream,UHT-milk,fruit/vegetable juice,,,,,,,,
ham,pickled vegetables,,,,,,,,,
ham,whole milk,whole milk,coffee,,,,,,,
brown bread,chocolate,,,,,,,,,
other vegetables,whole milk,,,,,,,,,
bottled beer,whole milk,cream cheese ,,,,,,,,
pip fruit,beverages,margarine,soda,,,,,,,
beverages,bottled water,,,,,,,,,
berries,pastry,shopping bags,,,,,,,,
pip fruit,frankfurter,whole milk,cream cheese ,,,,,,,
root vegetables,zwieback,,,,,,,,,
tropical fruit,salt,,,,,,,,,
bottled water,tropical fruit,,,,,,,,,
onions,pastry,soda,,,,,,,,
berries,fruit/vegetable juice,cream cheese ,tropical fruit,,,,,,,
beef,long life bakery product,,,,,,,,,
hard cheese,white wine,,,,,,,,,
rolls/buns,canned beer,,,,,,,,,
soda,condensed milk,curd,,,,,,,,
tropical fruit,white wine,curd,grapes,,,,,,,
ham,yogurt,,,,,,,,,
cake bar,long life bakery product,shopping bags,,,,,,,,
frankfurter,pork,pastry,canned vegetables,,,,,,,
whole milk,domestic eggs,syrup,,,,,,,,
rolls/buns,soda,,,,,,,,,
beef,brown bread,,,,,,,,,
tropical fruit,whole milk,fruit/vegetable juice,whole milk,,,,,,,
shopping bags,napkins,,,,,,,,,
frozen fish,white bread,,,,,,,,,
soda,other vegetables,,,,,,,,,
bottled water,sliced cheese,,,,,,,,,
citrus fruit,roll products ,frozen vegetables,,,,,,,,
other vegetables,zwieback,,,,,,,,,
chicken,whole milk,rolls/buns,,,,,,,,
snack products,mayonnaise,bottled water,,,,,,,,
shopping bags,whole milk,,,,,,,,,
misc. beverages,bottled water,mustard,,,,,,,,
waffles,whipped/sour cream,soda,,,,,,,,
dessert,curd,,,,,,,,,
domestic eggs,soda,,,,,,,,,
beef,specialty chocolate,,,,,,,,,
frankfurter,rolls/buns,,,,,,,,,
tropical fruit,flower (seeds),,,,,,,,,
chicken,chocolate marshmallow,hygiene articles,,,,,,,,
canned beer,canned beer,,,,,,,,,
soda,pet care,butter,,,,,,,,
hamburger meat,pasta,,,,,,,,,
whole milk,bottled beer,,,,,,,,,
newspapers,spread cheese,,,,,,,,,
frozen meals,rolls/buns,chocolate marshmallow,,,,,,,,
whipped/sour cream,candy,,,,,,,,,
citrus fruit,soda,whipped/sour cream,,,,,,,,
whole milk,sugar,,,,,,,,,
tropical fruit,other vegetables,dessert,,,,,,,,
hard cheese,flower soil/fertilizer,condensed milk,curd,,,,,,,
citrus fruit,sweet spreads,,,,,,,,,
pastry,brown bread,yogurt,,,,,,,,
fruit/vegetable juice,white wine,,,,,,,,,
oil,pork,other vegetables,frozen meals,,,,,,,
beverages,shopping bags,,,,,,,,,
yogurt,salty snack,,,,,,,,,
